Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Sensor Anomalies,Data Anomaly,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Data Type Level-1,Sensor Identifier,Ephemeris Type,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LT05_L1TP_165043_19910420_20171214_01_T1,LT51650431991110RSA00,1991/04/20,LANDSAT_5,T1,1,SAM, 165, 043,2017/12/14,1991:110:06:39:12.9843800,1991:110:06:39:39.8211300,RSA,DAY,1,1,143,4,5.817,4.753,3.354,N,,9,N,LPGS_13.0.0,FULL,56.55005953,107.36766934,TM_L1TP,TM,DEFINITIVE,6931,7691,6931,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,24°33'23.22"N,47°27'28.15"E,25°28'42.96"N,46°44'35.99"E,25°12'53.06"N,48°33'28.66"E,23°53'27.42"N,46°22'06.71"E,23°37'49.08"N,48°09'40.25"E,24.55645,47.45782,25.4786,46.74333,25.21474,48.55796,23.89095,46.36853,23.6303,48.16118,LT05_L1TP_165043_19910420_20171214_01_T1,LT51650431991110RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431991110RSA00
LT05_L1TP_166043_19910411_20171214_01_T1,LT51660431991101RSA00,1991/04/11,LANDSAT_5,T1,1,SAM, 166, 043,2017/12/14,1991:101:06:45:16.3780600,1991:101:06:45:43.2142500,RSA,DAY,29,29,53,4,4.398,2.835,3.362,N,,7,N,LPGS_13.0.0,FULL,54.4687136,111.80281174,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,24°33'16.67"N,45°54'32.00"E,25°28'36.41"N,45°11'39.88"E,25°12'46.51"N,47°00'32.44"E,23°53'20.87"N,44°49'10.63"E,23°37'42.53"N,46°36'44.06"E,24.55463,45.90889,25.47678,45.19441,25.21292,47.00901,23.88913,44.81962,23.62848,46.61224,LT05_L1TP_166043_19910411_20171214_01_T1,LT51660431991101RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991101RSA00
LT05_L1TP_165043_19910404_20170127_01_T1,LT51650431991094ISP00,1991/04/04,LANDSAT_5,T1,1,SAM, 165, 043,2017/01/27,1991:094:06:38:54.5706300,1991:094:06:39:21.4066300,ISP,DAY,5,5,151,4,4.683,3.463,3.152,N,,9,N,LPGS_12.8.3,FULL,52.60844787,115.05363083,TM_L1TP,TM,DEFINITIVE,6931,7711,6931,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910401_19910630_01.03,24°33'13.07"N,47°28'17.00"E,25°28'32.81"N,46°45'24.88"E,25°12'42.91"N,48°34'17.40"E,23°53'17.27"N,46°22'55.67"E,23°37'38.93"N,48°10'29.03"E,24.55363,47.47139,25.47578,46.75691,25.21192,48.5715,23.88813,46.38213,23.62748,48.17473,LT05_L1TP_165043_19910404_20170127_01_T1,LT51650431991094ISP00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431991094ISP00
LT05_L1TP_166043_19910326_20180710_01_T1,LT51660431991085RSA00,1991/03/26,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/10,1991:085:06:45:00.9683100,1991:085:06:45:27.8036900,RSA,DAY,11,11,124,4,4.037,2.429,3.224,N,,9,N,LPGS_13.1.0,FULL,49.99673858,118.92759022,TM_L1TP,TM,DEFINITIVE,6991,7761,6991,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'13.00"N,45°54'31.18"E,25°28'32.74"N,45°11'39.05"E,25°12'42.84"N,47°00'31.57"E,23°53'17.20"N,44°49'09.84"E,23°37'38.86"N,46°36'43.20"E,24.55361,45.90866,25.47576,45.19418,25.2119,47.00877,23.88811,44.8194,23.62746,46.612,LT05_L1TP_166043_19910326_20180710_01_T1,LT51660431991085RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991085RSA00
LT05_L1TP_165043_19910319_20180710_01_T1,LT51650431991078RSA01,1991/03/19,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/10,1991:078:06:38:43.9921300,1991:078:06:39:10.8270600,RSA,DAY,54,54,56,4,4.531,3.265,3.141,N,,9,N,LPGS_13.1.0,FULL,47.85006052,121.70721129,TM_L1TP,TM,DEFINITIVE,6931,7711,6931,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'12.56"N,47°26'55.28"E,25°28'32.30"N,46°44'03.16"E,25°12'42.41"N,48°32'55.68"E,23°53'16.76"N,46°21'33.95"E,23°37'38.42"N,48°09'07.31"E,24.55349,47.44869,25.47564,46.73421,25.21178,48.5488,23.88799,46.35943,23.62734,48.15203,LT05_L1TP_165043_19910319_20180710_01_T1,LT51650431991078RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431991078RSA01
LT04_L1GS_165043_19910311_20170127_01_T2,LT41650431991070XXX02,1991/03/11,LANDSAT_4,T2,1,, 165, 043,2017/01/27,1991:070:06:39:10.3341300,1991:070:06:39:36.9440000,XXX,DAY,27,27,-1,-1,,,,N,,9,N,LPGS_12.8.3,FULL,45.47898046,124.8022305,TM_L1GS,TM,DEFINITIVE,6871,7691,6871,7691,UTM,38,WGS84,WGS84,30,30,LT04CPF_19910101_19910331_01.05,24°33'01.51"N,47°27'57.38"E,25°28'21.25"N,46°45'05.33"E,25°12'31.39"N,48°33'57.67"E,23°53'05.71"N,46°22'36.16"E,23°37'27.37"N,48°10'09.37"E,24.55042,47.46594,25.47257,46.75148,25.20872,48.56602,23.88492,46.37671,23.62427,48.16927,LT04_L1GS_165043_19910311_20170127_01_T2,LT41650431991070XXX02,https://earthexplorer.usgs.gov/browse-link/12266/LT41650431991070XXX02
LT05_L1TP_166043_19910310_20180709_01_T1,LT51660431991069RSA00,1991/03/10,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/09,1991:069:06:44:43.0976300,1991:069:06:45:09.9318800,RSA,DAY,9,9,140,4,4.238,2.704,3.263,N,,9,N,LPGS_13.1.0,FULL,45.04624506,125.00731838,TM_L1TP,TM,DEFINITIVE,6991,7761,6991,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'22.25"N,45°54'50.36"E,25°28'41.99"N,45°11'58.20"E,25°12'52.09"N,47°00'50.87"E,23°53'26.45"N,44°49'28.96"E,23°37'48.11"N,46°37'02.46"E,24.55618,45.91399,25.47833,45.1995,25.21447,47.01413,23.89068,44.82471,23.63003,46.61735,LT05_L1TP_166043_19910310_20180709_01_T1,LT51660431991069RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991069RSA00
LT05_L1TP_166043_19910222_20180728_01_T1,LT51660431991053RSA00,1991/02/22,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/28,1991:053:06:44:23.6046900,1991:053:06:44:50.4379400,RSA,DAY,0,0,149,4,4.444,2.848,3.411,N,,9,N,LPGS_13.1.0,FULL,40.25171587,130.20790667,TM_L1TP,TM,DEFINITIVE,6991,7761,6991,7761,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'00.11"N,45°55'08.08"E,25°28'19.81"N,45°12'16.02"E,25°12'29.99"N,47°01'08.36"E,23°53'04.31"N,44°49'46.85"E,23°37'26.00"N,46°37'20.06"E,24.55003,45.91891,25.47217,45.20445,25.20833,47.01899,23.88453,44.82968,23.62389,46.62224,LT05_L1TP_166043_19910222_20180728_01_T1,LT51660431991053RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991053RSA00
LT05_L1TP_165043_19910215_20180730_01_T1,LT51650431991046RSA00,1991/02/15,LANDSAT_5,T1,1,SAM, 165, 043,2018/07/30,1991:046:06:38:04.6998100,1991:046:06:38:31.5325600,RSA,DAY,1,1,183,4,4.027,2.32,3.291,N,,9,N,LPGS_13.1.0,FULL,38.35892694,132.28057713,TM_L1TP,TM,DEFINITIVE,6941,7711,6941,7711,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'03.60"N,47°27'47.48"E,25°28'23.34"N,46°44'55.39"E,25°12'33.48"N,48°33'47.81"E,23°53'07.80"N,46°22'26.22"E,23°37'29.46"N,48°09'59.47"E,24.551,47.46319,25.47315,46.74872,25.2093,48.56328,23.8855,46.37395,23.62485,48.16652,LT05_L1TP_165043_19910215_20180730_01_T1,LT51650431991046RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431991046RSA00
LT05_L1TP_166043_19910206_20180709_01_T1,LT51660431991037RSA00,1991/02/06,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/09,1991:037:06:43:57.7541900,1991:037:06:44:24.5864400,RSA,DAY,53,53,46,4,4.436,3.079,3.193,N,,9,N,LPGS_13.1.0,FULL,36.21146243,134.76835165,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°32'49.78"N,45°56'46.10"E,25°28'09.48"N,45°13'54.08"E,25°12'19.66"N,47°02'46.28"E,23°52'53.94"N,44°51'24.98"E,23°37'15.67"N,46°38'58.06"E,24.54716,45.94614,25.4693,45.23169,25.20546,47.04619,23.88165,44.85694,23.62102,46.64946,LT05_L1TP_166043_19910206_20180709_01_T1,LT51660431991037RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991037RSA00
LT05_L1TP_165043_19910130_20170127_01_T1,LT51650431991030XXX00,1991/01/30,LANDSAT_5,T1,1,, 165, 043,2017/01/27,1991:030:06:37:49.3444400,1991:030:06:38:16.1771300,XXX,DAY,23,23,130,4,3.938,2.207,3.261,N,,7,N,LPGS_12.8.3,FULL,34.79844888,136.57278493,TM_L1TP,TM,DEFINITIVE,6941,7701,6941,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'09.00"N,47°26'38.90"E,25°28'28.74"N,46°43'46.81"E,25°12'38.88"N,48°32'39.26"E,23°53'13.20"N,46°21'17.60"E,23°37'34.86"N,48°08'50.93"E,24.5525,47.44414,25.47465,46.72967,25.2108,48.54424,23.887,46.35489,23.62635,48.14748,LT05_L1TP_165043_19910130_20170127_01_T1,LT51650431991030XXX00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431991030XXX00
LT05_L1TP_166043_19910121_20170128_01_T1,LT51660431991021ISP00,1991/01/21,LANDSAT_5,T1,1,SAM, 166, 043,2017/01/28,1991:021:06:43:51.0367500,1991:021:06:44:17.8679400,ISP,DAY,3,3,133,4,4.515,3.098,3.284,N,,9,N,LPGS_12.8.3,FULL,33.38606117,138.71497966,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'36.40"N,45°53'16.19"E,25°28'56.14"N,45°10'23.95"E,25°13'06.20"N,46°59'16.84"E,23°53'40.63"N,44°47'54.64"E,23°38'02.26"N,46°35'28.32"E,24.56011,45.88783,25.48226,45.17332,25.21839,46.98801,23.89462,44.79851,23.63396,46.5912,LT05_L1TP_166043_19910121_20170128_01_T1,LT51660431991021ISP00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991021ISP00
LT05_L1TP_166043_19910105_20180709_01_T1,LT51660431991005RSA00,1991/01/05,LANDSAT_5,T1,1,SAM, 166, 043,2018/07/09,1991:005:06:43:23.1982500,1991:005:06:43:50.0280600,RSA,DAY,11,11,92,4,4.606,3.085,3.42,N,,9,N,LPGS_13.1.0,FULL,32.12498018,141.9129522,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19910101_19910331_01.03,24°33'33.55"N,45°54'41.69"E,25°28'53.29"N,45°11'49.45"E,25°13'03.40"N,47°00'42.30"E,23°53'37.79"N,44°49'20.17"E,23°37'59.41"N,46°36'53.82"E,24.55932,45.91158,25.48147,45.19707,25.21761,47.01175,23.89383,44.82227,23.63317,46.61495,LT05_L1TP_166043_19910105_20180709_01_T1,LT51660431991005RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431991005RSA00
LT05_L1TP_165043_19901229_20180531_01_T1,LT51650431990363RSA00,1990/12/29,LANDSAT_5,T1,1,SAM, 165, 043,2018/05/31,1990:363:06:36:59.4756900,1990:363:06:37:26.3045600,RSA,DAY,0,0,204,4,3.565,1.606,3.183,N,,7,N,LPGS_13.1.0,FULL,32.09975488,142.99753711,TM_L1TP,TM,DEFINITIVE,6931,7691,6931,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'03.53"N,47°28'07.50"E,25°28'23.27"N,46°45'15.41"E,25°12'33.41"N,48°34'07.82"E,23°53'07.73"N,46°22'46.24"E,23°37'29.39"N,48°10'19.49"E,24.55098,47.46875,25.47313,46.75428,25.20928,48.56884,23.88548,46.37951,23.62483,48.17208,LT05_L1TP_165043_19901229_20180531_01_T1,LT51650431990363RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990363RSA00
LT05_L1TP_166043_19901220_20180612_01_T1,LT51660431990354RSA00,1990/12/20,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/12,1990:354:06:42:57.9963100,1990:354:06:43:24.8238800,RSA,DAY,0,0,151,4,4.629,3.195,3.349,N,,9,N,LPGS_13.1.0,FULL,32.52097893,144.05828577,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'06.91"N,45°55'07.54"E,25°28'26.65"N,45°12'15.44"E,25°12'36.79"N,47°01'07.90"E,23°53'11.11"N,44°49'46.24"E,23°37'32.77"N,46°37'19.56"E,24.55192,45.91876,25.47407,45.20429,25.21022,47.01886,23.88642,44.82951,23.62577,46.6221,LT05_L1TP_166043_19901220_20180612_01_T1,LT51660431990354RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990354RSA00
LT05_L1TP_165043_19901213_20180612_01_T1,LT51650431990347RSA00,1990/12/13,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/12,1990:347:06:36:35.5756900,1990:347:06:37:02.4027500,RSA,DAY,0,0,210,4,3.562,1.612,3.176,N,,7,N,LPGS_13.1.0,FULL,33.18766694,144.57699995,TM_L1TP,TM,DEFINITIVE,6931,7701,6931,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'08.96"N,47°28'09.73"E,25°28'28.70"N,46°45'17.64"E,25°12'38.84"N,48°34'10.09"E,23°53'13.16"N,46°22'48.43"E,23°37'34.82"N,48°10'21.76"E,24.55249,47.46937,25.47464,46.7549,25.21079,48.56947,23.88699,46.38012,23.62634,48.17271,LT05_L1TP_165043_19901213_20180612_01_T1,LT51650431990347RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990347RSA00
LT05_L1TP_166043_19901204_20180301_01_T1,LT51660431990338RSA00,1990/12/04,LANDSAT_5,T1,1,SAM, 166, 043,2018/03/01,1990:338:06:42:36.7092500,1990:338:06:43:03.5351900,RSA,DAY,0,0,146,4,4.617,3.22,3.309,N,,9,N,LPGS_13.0.1,FULL,34.43691501,144.79399322,TM_L1TP,TM,DEFINITIVE,6991,7751,6991,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'09.29"N,45°54'23.98"E,25°28'29.03"N,45°11'31.88"E,25°12'39.17"N,47°00'24.34"E,23°53'13.49"N,44°49'02.68"E,23°37'35.15"N,46°36'36.00"E,24.55258,45.90666,25.47473,45.19219,25.21088,47.00676,23.88708,44.81741,23.62643,46.61,LT05_L1TP_166043_19901204_20180301_01_T1,LT51660431990338RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990338RSA00
LT05_L1TP_166043_19901118_20180612_01_T1,LT51660431990322RSA00,1990/11/18,LANDSAT_5,T1,1,SAM, 166, 043,2018/06/12,1990:322:06:42:53.4931300,1990:322:06:43:20.3185000,RSA,DAY,0,0,149,4,4.385,3.106,3.096,N,,9,N,LPGS_13.1.0,FULL,37.55936232,143.82589066,TM_L1TP,TM,DEFINITIVE,6991,7741,6991,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°34'23.02"N,45°48'44.28"E,25°29'42.79"N,45°05'51.79"E,25°13'52.79"N,46°54'45.36"E,23°54'27.29"N,44°43'22.33"E,23°38'48.84"N,46°30'56.63"E,24.57306,45.8123,25.49522,45.09772,25.23133,46.9126,23.90758,44.72287,23.6469,46.51573,LT05_L1TP_166043_19901118_20180612_01_T1,LT51660431990322RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990322RSA00
LT05_L1TP_165043_19901111_20180301_01_T1,LT51650431990315RSA00,1990/11/11,LANDSAT_5,T1,1,SAM, 165, 043,2018/03/01,1990:315:06:36:45.4303100,1990:315:06:37:12.2553100,RSA,DAY,0,0,211,4,3.314,1.849,2.75,N,,9,N,LPGS_13.0.1,FULL,39.20940669,142.79701656,TM_L1TP,TM,DEFINITIVE,6931,7691,6931,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°34'16.46"N,47°21'57.49"E,25°29'36.24"N,46°39'05.04"E,25°13'46.24"N,48°27'58.50"E,23°54'20.74"N,46°16'35.58"E,23°38'42.29"N,48°04'09.80"E,24.57124,47.36597,25.4934,46.6514,25.22951,48.46625,23.90576,46.27655,23.64508,48.06939,LT05_L1TP_165043_19901111_20180301_01_T1,LT51650431990315RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990315RSA00
LT05_L1TP_166043_19901017_20171208_01_T1,LT51660431990290RSA00,1990/10/17,LANDSAT_5,T1,1,SAM, 166, 043,2017/12/08,1990:290:06:42:59.0696900,1990:290:06:43:25.8929400,RSA,DAY,0,0,160,4,4.293,2.926,3.141,N,,9,N,LPGS_13.0.0,FULL,45.53233104,135.72506075,TM_L1TP,TM,DEFINITIVE,6981,7741,6981,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'53.06"N,45°52'39.90"E,25°29'12.80"N,45°09'47.56"E,25°13'22.87"N,46°58'40.69"E,23°53'57.30"N,44°47'18.20"E,23°38'18.89"N,46°34'52.10"E,24.56474,45.87775,25.48689,45.16321,25.22302,46.97797,23.89925,44.78839,23.63858,46.58114,LT05_L1TP_166043_19901017_20171208_01_T1,LT51660431990290RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990290RSA00
LT05_L1TP_165043_19901010_20180615_01_T1,LT51650431990283RSA00,1990/10/10,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/15,1990:283:06:36:51.3575600,1990:283:06:37:18.1803800,RSA,DAY,0,0,204,4,4.094,2.514,3.231,N,,7,N,LPGS_13.1.0,FULL,47.24205789,132.79580596,TM_L1TP,TM,DEFINITIVE,6931,7691,6931,7691,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'40.43"N,47°25'31.51"E,25°29'00.17"N,46°42'39.24"E,25°13'10.24"N,48°31'32.20"E,23°53'44.66"N,46°20'09.92"E,23°38'06.29"N,48°07'43.68"E,24.56123,47.42542,25.48338,46.7109,25.21951,48.52561,23.89574,46.33609,23.63508,48.1288,LT05_L1TP_165043_19901010_20180615_01_T1,LT51650431990283RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990283RSA00
LT05_L1TP_166043_19901001_20180302_01_T1,LT51660431990274RSA00,1990/10/01,LANDSAT_5,T1,1,SAM, 166, 043,2018/03/02,1990:274:06:43:03.7801900,1990:274:06:43:30.6021900,RSA,DAY,0,0,169,4,3.995,2.677,2.965,N,,7,N,LPGS_13.0.1,FULL,49.29028622,128.49391689,TM_L1TP,TM,DEFINITIVE,6981,7751,6981,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19901001_19901231_01.03,24°33'20.02"N,45°53'38.18"E,25°28'39.76"N,45°10'46.02"E,25°12'49.86"N,46°59'38.65"E,23°53'24.22"N,44°48'16.78"E,23°37'45.88"N,46°35'50.24"E,24.55556,45.89394,25.47771,45.17945,25.21385,46.99407,23.89006,44.80466,23.62941,46.59729,LT05_L1TP_166043_19901001_20180302_01_T1,LT51660431990274RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990274RSA00
LT05_L1TP_165043_19900924_20171209_01_T1,LT51650431990267RSA00,1990/09/24,LANDSAT_5,T1,1,SAM, 165, 043,2017/12/09,1990:267:06:37:00.5296900,1990:267:06:37:27.3509400,RSA,DAY,0,0,184,4,4.484,2.98,3.351,N,,7,N,LPGS_13.0.0,FULL,50.72740003,124.78404121,TM_L1TP,TM,DEFINITIVE,6921,7701,6921,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,24°33'33.84"N,47°25'20.42"E,25°28'53.58"N,46°42'28.19"E,25°13'03.68"N,48°31'21.04"E,23°53'38.08"N,46°19'58.91"E,23°37'59.70"N,48°07'32.56"E,24.5594,47.42234,25.48155,46.70783,25.21769,48.52251,23.89391,46.33303,23.63325,48.12571,LT05_L1TP_165043_19900924_20171209_01_T1,LT51650431990267RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990267RSA00
LT05_L1TP_166043_19900915_20180810_01_T1,LT51660431990258RSA00,1990/09/15,LANDSAT_5,T1,1,SAM, 166, 043,2018/08/10,1990:258:06:43:16.3488100,1990:258:06:43:43.1695000,RSA,DAY,0,0,171,4,4.024,2.692,2.991,N,,9,N,LPGS_13.1.0,FULL,52.35724203,119.67429085,TM_L1TP,TM,DEFINITIVE,6981,7751,6981,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,24°33'47.95"N,45°52'28.92"E,25°29'07.69"N,45°09'36.61"E,25°13'17.76"N,46°58'29.68"E,23°53'52.19"N,44°47'07.26"E,23°38'13.78"N,46°34'41.12"E,24.56332,45.8747,25.48547,45.16017,25.2216,46.97491,23.89783,44.78535,23.63716,46.57809,LT05_L1TP_166043_19900915_20180810_01_T1,LT51660431990258RSA00,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990258RSA00
LT04_L1TP_165043_19900831_20170128_01_T1,LT41650431990243XXX03,1990/08/31,LANDSAT_4,T1,1,, 165, 043,2017/01/28,1990:243:06:45:31.6980600,1990:243:06:45:58.3081900,XXX,DAY,0,0,143,4,5.012,3.876,3.177,N,,7,N,LPGS_12.8.3,FULL,56.24984579,112.58352879,TM_L1TP,TM,DEFINITIVE,6871,7691,6871,7691,UTM,38,WGS84,WGS84,30,30,LT04CPF_19900701_19900930_01.05,24°33'21.71"N,47°25'25.79"E,25°28'41.45"N,46°42'33.62"E,25°12'51.55"N,48°31'26.29"E,23°53'25.91"N,46°20'04.38"E,23°37'47.57"N,48°07'37.85"E,24.55603,47.42383,25.47818,46.70934,25.21432,48.52397,23.89053,46.33455,23.62988,48.12718,LT04_L1TP_165043_19900831_20170128_01_T1,LT41650431990243XXX03,https://earthexplorer.usgs.gov/browse-link/12266/LT41650431990243XXX03
LT05_L1TP_166043_19900830_20170128_01_T1,LT51660431990242XXX03,1990/08/30,LANDSAT_5,T1,1,, 166, 043,2017/01/28,1990:242:06:43:17.3238100,1990:242:06:43:44.1431900,XXX,DAY,0,0,167,4,3.97,2.452,3.122,N,,9,N,LPGS_12.8.3,FULL,54.60187999,110.10249324,TM_L1TP,TM,DEFINITIVE,6981,7751,6981,7751,UTM,38,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,24°33'21.38"N,45°53'45.35"E,25°28'41.12"N,45°10'53.18"E,25°12'51.23"N,46°59'45.85"E,23°53'25.58"N,44°48'23.94"E,23°37'47.24"N,46°35'57.41"E,24.55594,45.89593,25.47809,45.18144,25.21423,46.99607,23.89044,44.80665,23.62979,46.59928,LT05_L1TP_166043_19900830_20170128_01_T1,LT51660431990242XXX03,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990242XXX03
LT05_L1TP_165043_19900823_20180627_01_T1,LT51650431990235RSA01,1990/08/23,LANDSAT_5,T1,1,SAM, 165, 043,2018/06/27,1990:235:06:37:09.4050600,1990:235:06:37:36.2239400,RSA,DAY,0,0,164,4,7.07,5.818,4.017,N,,9,N,LPGS_13.1.0,FULL,55.34676382,105.96936651,TM_L1TP,TM,DEFINITIVE,6931,7701,6931,7701,UTM,38,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,24°33'23.62"N,47°26'22.85"E,25°28'43.36"N,46°43'30.68"E,25°12'53.46"N,48°32'23.35"E,23°53'27.82"N,46°21'01.40"E,23°37'49.48"N,48°08'34.94"E,24.55656,47.43968,25.47871,46.72519,25.21485,48.53982,23.89106,46.35039,23.63041,48.14304,LT05_L1TP_165043_19900823_20180627_01_T1,LT51650431990235RSA01,https://earthexplorer.usgs.gov/browse-link/12266/LT51650431990235RSA01
LT04_L1TP_165043_19900815_20170130_01_T1,LT41650431990227XXX05,1990/08/15,LANDSAT_4,T1,1,, 165, 043,2017/01/30,1990:227:06:45:55.4668800,1990:227:06:46:22.0771300,XXX,DAY,1,1,134,4,7.01,6.136,3.389,N,,7,N,LPGS_12.8.3,FULL,57.98006508,103.01192043,TM_L1TP,TM,DEFINITIVE,6871,7701,6871,7701,UTM,38,WGS84,WGS84,30,30,LT04CPF_19900701_19900930_01.05,24°33'42.62"N,47°25'23.81"E,25°29'02.36"N,46°42'31.54"E,25°13'12.43"N,48°31'24.49"E,23°53'46.86"N,46°20'02.22"E,23°38'08.45"N,48°07'35.98"E,24.56184,47.42328,25.48399,46.70876,25.22012,48.52347,23.89635,46.33395,23.63568,48.12666,LT04_L1TP_165043_19900815_20170130_01_T1,LT41650431990227XXX05,https://earthexplorer.usgs.gov/browse-link/12266/LT41650431990227XXX05
LT05_L1TP_166043_19900814_20170128_01_T1,LT51660431990226XXX05,1990/08/14,LANDSAT_5,T1,1,, 166, 043,2017/01/28,1990:226:06:43:24.3526900,1990:226:06:43:51.1703800,XXX,DAY,0,0,161,4,4.303,3.054,3.032,N,,7,N,LPGS_12.8.3,FULL,56.13660253,100.91945665,TM_L1TP,TM,DEFINITIVE,6981,7741,6981,7741,UTM,38,WGS84,WGS84,30,30,LT05CPF_19900701_19900930_01.03,24°33'27.40"N,45°53'18.60"E,25°28'47.14"N,45°10'26.40"E,25°12'57.24"N,46°59'19.14"E,23°53'31.60"N,44°47'57.12"E,23°37'53.26"N,46°35'30.70"E,24.55761,45.8885,25.47976,45.174,25.2159,46.98865,23.89211,44.7992,23.63146,46.59186,LT05_L1TP_166043_19900814_20170128_01_T1,LT51660431990226XXX05,https://earthexplorer.usgs.gov/browse-link/12266/LT51660431990226XXX05
