Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1TP_165043_20160204_20170330_01_T1,LC81650432016035LGN01,2016/02/04,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/30,2016:035:07:17:14.5144350,2016:035:07:17:46.2844320,LGN,DAY,.31,.31,390,4,6.29,4.533,4.361,9,LPGS_2.7.0,41.55055618,144.96697402,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20160204070407_20160204074958.02,LT8BPF20160124171309_20160208072447.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.37"N,47°28'52.21"E,25°35'55.72"N,46°45'58.10"E,25°13'34.57"N,48°36'51.19"E,23°52'07.93"N,46°21'31.86"E,23°29'42.18"N,48°10'52.68"E,24.55288,47.48117,25.59881,46.76614,25.22627,48.61422,23.86887,46.35885,23.49505,48.1813,LC08_L1TP_165043_20160204_20170330_01_T1,LC81650432016035LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016035LGN01
LC08_L1TP_166043_20160126_20170330_01_T1,LC81660432016026LGN01,2016/01/26,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/03/30,2016:026:07:23:27.8175280,2016:026:07:23:59.5875250,LGN,DAY,38.13,38.13,103,4,8.999,6.618,6.099,9,LPGS_2.7.0,39.65402896,147.09249265,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20160126071108_20160126075611.02,LT8BPF20160124171309_20160208072447.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.88"N,45°56'02.18"E,25°35'57.12"N,45°13'09.08"E,25°13'36.26"N,47°04'00.23"E,23°52'09.26"N,44°48'42.62"E,23°29'43.84"N,46°38'01.57"E,24.5533,45.93394,25.5992,45.21919,25.22674,47.06673,23.86924,44.81184,23.49551,46.63377,LC08_L1TP_166043_20160126_20170330_01_T1,LC81660432016026LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432016026LGN01
LC08_L1TP_165043_20160119_20170405_01_T1,LC81650432016019LGN02,2016/01/19,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/05,2016:019:07:17:17.6490650,2016:019:07:17:49.4190610,LGN,DAY,.29,.29,386,4,5.72,4.175,3.911,9,LPGS_2.7.0,38.50847782,148.64487358,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20160119070546_20160119084439.01,LT8BPF20160110081635_20160124145303.01,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.23"N,47°28'56.24"E,25°35'56.80"N,46°46'02.50"E,25°13'35.44"N,48°36'55.22"E,23°52'08.87"N,46°21'35.86"E,23°29'42.90"N,48°10'56.39"E,24.55312,47.48229,25.59911,46.76736,25.22651,48.61534,23.86913,46.35996,23.49525,48.18233,LC08_L1TP_165043_20160119_20170405_01_T1,LC81650432016019LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016019LGN02
LC08_L1TP_166043_20160110_20170405_01_T1,LC81660432016010LGN02,2016/01/10,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/05,2016:010:07:23:27.4193080,2016:010:07:23:59.1893040,LGN,DAY,9.81,9.81,480,4,7.286,5.193,5.111,9,LPGS_2.7.0,37.50412321,150.49083353,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20160110071220_20160110085113.01,LT8BPF20151225202015_20160110080819.04,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.74"N,45°56'51.94"E,25°35'57.23"N,45°13'59.20"E,25°13'36.08"N,47°04'50.16"E,23°52'09.23"N,44°49'32.30"E,23°29'43.44"N,46°38'51.04"E,24.55326,45.94776,25.59923,45.23311,25.22669,47.0806,23.86923,44.82564,23.4954,46.64751,LC08_L1TP_166043_20160110_20170405_01_T1,LC81660432016010LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432016010LGN02
LC08_L1TP_165043_20160103_20170404_01_T1,LC81650432016003LGN02,2016/01/03,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/04,2016:003:07:17:17.9674070,2016:003:07:17:49.7374040,LGN,DAY,.56,.56,384,4,6.104,4.394,4.237,9,LPGS_2.7.0,37.1028569,151.7830827,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20160103070610_20160103084503.01,LT8BPF20151225202015_20160110080819.04,LC08CPF_20160101_20160331_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.88"N,47°29'24.40"E,25°35'57.41"N,46°46'31.08"E,25°13'35.90"N,48°37'23.30"E,23°52'09.66"N,46°22'04.08"E,23°29'43.58"N,48°11'24.11"E,24.5533,47.49011,25.59928,46.7753,25.22664,48.62314,23.86935,46.3678,23.49544,48.19003,LC08_L1TP_165043_20160103_20170404_01_T1,LC81650432016003LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432016003LGN02
LC08_L1GT_166043_20151225_20170331_01_T2,LC81660432015359LGN01,2015/12/25,T2,1, 166, 043, 166, 043,NADIR,-.001,2017/03/31,2015:359:07:23:31.4451180,2015:359:07:24:03.2151140,LGN,DAY,95.29,95.29,-1,4,0,0,0,9,LPGS_2.7.0,37.08569709,153.20620166,FINAL,OLI_TIRS_L1GT,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151225071248_20151225085141.01,LT8BPF20151211180214_20151225175916.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.30"N,45°56'17.74"E,25°35'57.01"N,45°13'25.25"E,25°13'35.58"N,47°04'15.92"E,23°52'09.01"N,44°48'58.03"E,23°29'43.01"N,46°38'16.44"E,24.55314,45.93826,25.59917,45.22368,25.22655,47.07109,23.86917,44.81612,23.49528,46.6379,LC08_L1GT_166043_20151225_20170331_01_T2,LC81660432015359LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015359LGN01
LC08_L1TP_165043_20151218_20170331_01_T1,LC81650432015352LGN01,2015/12/18,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/03/31,2015:352:07:17:20.8030190,2015:352:07:17:52.5730150,LGN,DAY,7.67,7.67,341,4,5.721,4.162,3.926,9,LPGS_2.7.0,37.45547694,154.09214703,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151218070637_20151218084530.01,LT8BPF20151211180214_20151225175916.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.51"N,47°28'59.70"E,25°35'56.22"N,46°46'06.13"E,25°13'34.43"N,48°36'58.90"E,23°52'08.51"N,46°21'39.06"E,23°29'42.07"N,48°10'59.59"E,24.55292,47.48325,25.59895,46.76837,25.22623,48.61636,23.86903,46.36085,23.49502,48.18322,LC08_L1TP_165043_20151218_20170331_01_T1,LC81650432015352LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015352LGN01
LC08_L1TP_166043_20151209_20170401_01_T1,LC81660432015343LGN01,2015/12/09,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/01,2015:343:07:23:30.2489990,2015:343:07:24:02.0189950,LGN,DAY,.21,.21,558,4,6.956,4.757,5.076,9,LPGS_2.7.0,38.40313771,154.89781466,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151209071222_20151209080014.02,LT8BPF20151126105640_20151211174838.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.16"N,45°56'46.97"E,25°35'56.98"N,45°13'54.70"E,25°13'35.29"N,47°04'45.34"E,23°52'08.98"N,44°49'27.16"E,23°29'42.68"N,46°38'45.56"E,24.5531,45.94638,25.59916,45.23186,25.22647,47.07926,23.86916,44.82421,23.49519,46.64599,LC08_L1TP_166043_20151209_20170401_01_T1,LC81660432015343LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015343LGN01
LC08_L1TP_165043_20151202_20170401_01_T1,LC81650432015336LGN01,2015/12/02,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/01,2015:336:07:17:21.2092890,2015:336:07:17:52.9792850,LGN,DAY,.06,.06,391,4,6.088,4.455,4.15,9,LPGS_2.7.0,39.4783721,155.21382035,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151202070550_20151202084443.01,LT8BPF20151126105640_20151211174838.04,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.26"N,47°28'58.33"E,25°35'56.22"N,46°46'05.02"E,25°13'34.18"N,48°36'57.56"E,23°52'08.44"N,46°21'37.62"E,23°29'41.82"N,48°10'57.90"E,24.55285,47.48287,25.59895,46.76806,25.22616,48.61599,23.86901,46.36045,23.49495,48.18275,LC08_L1TP_165043_20151202_20170401_01_T1,LC81650432015336LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015336LGN01
LC08_L1TP_166043_20151123_20180526_01_T1,LC81660432015327LGN02,2015/11/23,T1,1, 166, 043, 166, 043,NADIR,-.001,2018/05/26,2015:327:07:23:32.2527450,2015:327:07:24:04.0227420,LGN,DAY,6.44,6.44,456,4,7.523,5.343,5.296,9,LPGS_13.1.0,41.24140941,155.16316323,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151123071137_20151123085030.01,LT8BPF20151113130336_20151126083607.05,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.40"N,45°56'13.27"E,25°35'56.22"N,45°13'20.96"E,25°13'34.14"N,47°04'12.00"E,23°52'08.44"N,44°48'53.17"E,23°29'41.78"N,46°38'11.98"E,24.55289,45.93702,25.59895,45.22249,25.22615,47.07,23.86901,44.81477,23.49494,46.63666,LC08_L1TP_166043_20151123_20180526_01_T1,LC81660432015327LGN02,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015327LGN02
LC08_L1TP_165043_20151116_20170402_01_T1,LC81650432015320LGN01,2015/11/16,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/02,2015:320:07:17:19.7518990,2015:320:07:17:51.5218950,LGN,DAY,.27,.27,379,4,6.266,4.645,4.206,9,LPGS_2.7.0,42.86838759,154.7280822,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151116070500_20151116084353.01,LT8BPF20151113130336_20151126083607.05,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.48"N,47°29'12.80"E,25°35'56.40"N,46°46'19.34"E,25°13'34.03"N,48°37'12.40"E,23°52'08.76"N,46°21'51.88"E,23°29'41.86"N,48°11'12.62"E,24.55291,47.48689,25.599,46.77204,25.22612,48.62011,23.8691,46.36441,23.49496,48.18684,LC08_L1TP_165043_20151116_20170402_01_T1,LC81650432015320LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015320LGN01
LC08_L1TP_166043_20151107_20170402_01_T1,LC81660432015311LGN01,2015/11/07,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/02,2015:311:07:23:30.1217750,2015:311:07:24:01.8917710,LGN,DAY,.69,.69,550,4,7.286,5.074,5.229,9,LPGS_2.7.0,45.21503307,153.61155528,FINAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151107071023_20151107075614.02,LT8BPF20151029161821_20151113130336.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.19"N,45°56'28.07"E,25°35'56.08"N,45°13'35.83"E,25°13'33.85"N,47°04'26.83"E,23°52'08.18"N,44°49'07.97"E,23°29'41.35"N,46°38'26.74"E,24.55283,45.94113,25.59891,45.22662,25.22607,47.07412,23.86894,44.81888,23.49482,46.64076,LC08_L1TP_166043_20151107_20170402_01_T1,LC81660432015311LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015311LGN01
LC08_L1TP_165043_20151031_20170402_01_T1,LC81650432015304LGN01,2015/10/31,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/02,2015:304:07:17:19.0492220,2015:304:07:17:50.8192190,LGN,DAY,.07,.07,373,4,6.353,4.713,4.261,9,LPGS_2.7.0,47.18293929,152.26377016,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151031070324_20151031084305.01,LT8BPF20151029161821_20151113130336.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.23"N,47°29'01.82"E,25°35'57.30"N,46°46'08.54"E,25°13'34.68"N,48°37'01.63"E,23°52'09.77"N,46°21'40.75"E,23°29'42.54"N,48°11'01.57"E,24.55312,47.48384,25.59925,46.76904,25.2263,48.61712,23.86938,46.36132,23.49515,48.18377,LC08_L1TP_165043_20151031_20170402_01_T1,LC81650432015304LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015304LGN01
LC08_L1TP_166043_20151022_20170403_01_T1,LC81660432015295LGN01,2015/10/22,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/03,2015:295:07:23:27.1790850,2015:295:07:23:58.9490820,LGN,DAY,84.47,84.47,33,4,8.515,6.698,5.257,9,LPGS_2.7.0,49.81104042,149.87355917,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151022070845_20151022084913.01,LT8BPF20151022070451_20151022075727.01,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.80"N,45°56'41.71"E,25°35'56.83"N,45°13'49.22"E,25°13'34.28"N,47°04'40.87"E,23°52'09.23"N,44°49'21.22"E,23°29'42.07"N,46°38'40.63"E,24.553,45.94492,25.59912,45.23034,25.22619,47.07802,23.86923,44.82256,23.49502,46.64462,LC08_L1TP_166043_20151022_20170403_01_T1,LC81660432015295LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015295LGN01
LC08_L1TP_165043_20151015_20170403_01_T1,LC81650432015288LGN01,2015/10/15,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/03,2015:288:07:17:12.5272770,2015:288:07:17:44.2972730,LGN,DAY,1.06,1.06,346,4,6.326,4.7,4.235,9,LPGS_2.7.0,51.87995641,147.48027438,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151015070142_20151015084258.01,LT8BPF20151015065748_20151015075113.02,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.34"N,47°30'06.91"E,25°35'57.55"N,46°47'13.88"E,25°13'34.68"N,48°38'06.61"E,23°52'10.02"N,46°22'45.70"E,23°29'42.54"N,48°12'06.19"E,24.55315,47.50192,25.59932,46.78719,25.2263,48.63517,23.86945,46.37936,23.49515,48.20172,LC08_L1TP_165043_20151015_20170403_01_T1,LC81650432015288LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015288LGN01
LC08_L1TP_166043_20151006_20170403_01_T1,LC81660432015279LGN01,2015/10/06,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/03,2015:279:07:23:24.4106670,2015:279:07:23:56.1806630,LGN,DAY,0,0,571,4,6.947,5.11,4.705,9,LPGS_2.7.0,54.48252488,143.69517064,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20151006070842_20151006084910.01,LT8BPF20151006070448_20151006075613.02,LC08CPF_20151001_20151231_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.30"N,45°56'39.55"E,25°35'56.47"N,45°13'47.39"E,25°13'33.74"N,47°04'38.64"E,23°52'08.83"N,44°49'19.02"E,23°29'41.53"N,46°38'38.04"E,24.55286,45.94432,25.59902,45.22983,25.22604,47.0774,23.86912,44.82195,23.49487,46.6439,LC08_L1TP_166043_20151006_20170403_01_T1,LC81660432015279LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015279LGN01
LC08_L1TP_165043_20150929_20170403_01_T1,LC81650432015272LGN01,2015/09/29,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/03,2015:272:07:17:13.0643600,2015:272:07:17:44.8343570,LGN,DAY,0,0,370,4,6.668,4.698,4.732,9,LPGS_2.7.0,56.40930135,140.19576961,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150929070207_20150929074757.02,LT8BPF20150929065813_20150929074915.02,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.16"N,47°29'09.24"E,25°35'57.41"N,46°46'16.18"E,25°13'34.14"N,48°37'09.34"E,23°52'10.13"N,46°21'47.66"E,23°29'42.29"N,48°11'08.56"E,24.5531,47.4859,25.59928,46.77116,25.22615,48.61926,23.86948,46.36324,23.49508,48.18571,LC08_L1TP_165043_20150929_20170403_01_T1,LC81650432015272LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015272LGN01
LC08_L1TP_166043_20150920_20170404_01_T1,LC81660432015263LGN01,2015/09/20,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/04,2015:263:07:23:21.3565930,2015:263:07:23:53.1265890,LGN,DAY,0,0,562,4,6.73,4.937,4.573,9,LPGS_2.7.0,58.68947181,135.02874831,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150920070615_20150920075141.01,LT8BPF20150920070221_20150920075258.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.05"N,45°56'27.92"E,25°35'57.08"N,45°13'35.83"E,25°13'34.18"N,47°04'27.23"E,23°52'09.62"N,44°49'07.21"E,23°29'42.14"N,46°38'26.41"E,24.55307,45.94109,25.59919,45.22662,25.22616,47.07423,23.86934,44.81867,23.49504,46.64067,LC08_L1TP_166043_20150920_20170404_01_T1,LC81660432015263LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015263LGN01
LC08_L1TP_165043_20150913_20170404_01_T1,LC81650432015256LGN01,2015/09/13,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/04,2015:256:07:17:07.3636370,2015:256:07:17:39.1336340,LGN,DAY,0,0,367,4,7.136,4.661,5.404,9,LPGS_2.7.0,60.27982681,130.55107946,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150913070002_20150913083807.01,LT8BPF20150913065608_20150913074708.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.22"N,47°29'30.62"E,25°35'56.65"N,46°46'37.63"E,25°13'33.17"N,48°37'30.65"E,23°52'09.23"N,46°22'08.94"E,23°29'41.17"N,48°11'29.72"E,24.55284,47.49184,25.59907,46.77712,25.22588,48.62518,23.86923,46.36915,23.49477,48.19159,LC08_L1TP_165043_20150913_20170404_01_T1,LC81650432015256LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015256LGN01
LC08_L1TP_166043_20150904_20170404_01_T1,LC81660432015247LGN01,2015/09/04,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/04,2015:247:07:23:12.5651090,2015:247:07:23:44.3351060,LGN,DAY,0,0,558,4,6.59,4.99,4.305,9,LPGS_2.7.0,62.04255704,124.34828176,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150904070607_20150904083328.01,LT8BPF20150904070213_20150904075201.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.81"N,45°57'27.83"E,25°35'58.09"N,45°14'35.84"E,25°13'35.00"N,47°05'26.99"E,23°52'10.52"N,44°50'07.04"E,23°29'42.86"N,46°39'25.99"E,24.55328,45.95773,25.59947,45.24329,25.22639,47.09083,23.86959,44.83529,23.49524,46.65722,LC08_L1TP_166043_20150904_20170404_01_T1,LC81660432015247LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015247LGN01
LC08_L1TP_165043_20150828_20170405_01_T1,LC81650432015240LGN01,2015/08/28,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/05,2015:240:07:17:00.2497030,2015:240:07:17:32.0196990,LGN,DAY,.26,.26,323,4,7.835,5.016,6.019,9,LPGS_2.7.0,63.18753484,119.30626908,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150828065954_20150828072945.01,LT8BPF20150828065600_20150828073102.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.94"N,47°29'57.84"E,25°35'57.41"N,46°47'05.82"E,25°13'33.85"N,48°37'57.86"E,23°52'09.95"N,46°22'36.62"E,23°29'41.78"N,48°11'56.51"E,24.55304,47.4994,25.59928,46.78495,25.22607,48.63274,23.86943,46.37684,23.49494,48.19903,LC08_L1TP_165043_20150828_20170405_01_T1,LC81650432015240LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015240LGN01
LC08_L1GT_034201_20150822_20170405_01_T2,LC80342012015234LGN01,2015/08/22,T2,1, 034, 201, 034, 201,NADIR,0,2017/04/05,2015:234:18:50:25.6437710,2015:234:18:50:57.4137670,LGN,NIGHT,-1,-1,-1,4,,,,9,LPGS_2.7.0,-42.49981264,-43.88116918,ACTUAL,OLI_TIRS_L1GT,OLI_TIRS,15661,15381,7831,7691,7831,7691,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150822172904_20150822190757.01,LT8BPF20150822175143_20150822190403.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'11.48"N,46°35'18.89"E,23°52'27.37"N,47°42'33.19"E,23°30'04.10"N,45°53'17.81"E,25°36'15.34"N,47°18'05.58"E,25°13'56.10"N,45°27'15.62"E,24.55319,46.58858,23.87427,47.70922,23.50114,45.88828,25.60426,47.30155,25.23225,45.45434,LC08_L1GT_034201_20150822_20170405_01_T2,LC80342012015234LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80342012015234LGN01
LC08_L1TP_166043_20150819_20170406_01_T1,LC81660432015231LGN01,2015/08/19,T1,1, 166, 043, 166, 043,NADIR,-.001,2017/04/06,2015:231:07:23:07.8668700,2015:231:07:23:39.6368660,LGN,DAY,0,0,549,4,7.048,5.111,4.853,9,LPGS_2.7.0,64.38213705,112.80010691,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15481,15181,7741,7591,7741,7591,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150819070602_20150819073753.01,LT8BPF20150819070208_20150819073909.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.19"N,45°57'11.66"E,25°35'56.40"N,45°14'20.51"E,25°13'33.24"N,47°05'10.79"E,23°52'08.69"N,44°49'51.46"E,23°29'40.96"N,46°39'09.54"E,24.55283,45.95324,25.599,45.23903,25.2259,47.08633,23.86908,44.83096,23.49471,46.65265,LC08_L1TP_166043_20150819_20170406_01_T1,LC81660432015231LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81660432015231LGN01
LC08_L1TP_165043_20150812_20170406_01_T1,LC81650432015224LGN01,2015/08/12,T1,1, 165, 043, 165, 043,NADIR,-.001,2017/04/06,2015:224:07:16:53.3917920,2015:224:07:17:25.1617880,LGN,DAY,0,0,299,4,8.372,5.204,6.558,9,LPGS_2.7.0,65.12497584,107.89638681,ACTUAL,OLI_TIRS_L1TP,OLI_TIRS,15381,15081,7691,7541,7691,7541,UTM,38,WGS84,WGS84,15,30,30,LO8BPF20150812065948_20150812072938.01,LT8BPF20150812065554_20150812073055.01,LC08CPF_20150701_20150930_01.01,LC08RLUT_20150303_20431231_01_12.h5,24°33'10.15"N,47°30'07.16"E,25°35'56.87"N,46°47'14.96"E,25°13'33.10"N,48°38'06.97"E,23°52'09.12"N,46°22'45.84"E,23°29'40.81"N,48°12'05.65"E,24.55282,47.50199,25.59913,46.78749,25.22586,48.63527,23.8692,46.3794,23.49467,48.20157,LC08_L1TP_165043_20150812_20170406_01_T1,LC81650432015224LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC81650432015224LGN01
