Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Collection Category,Collection Number,WRS Path,WRS Row,Target WRS Path,Target WRS Row,Nadir/Off Nadir,Roll Angle,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality, Processing Software Version,Sun Elevation L1,Sun Azimuth L1,TIRS SSM Model,Data Type Level-1,Sensor Identifier,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Bias Parameter File Name OLI,Bias Parameter File Name TIRS, Calibration Parameter File,RLUT File Name,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LC08_L1GT_012031_20181007_20181007_01_RT,LC80120312018280LGN00,2018/10/07,RT,1, 012, 031, 012, 031,NADIR,-.001,2018/10/07,2018:280:15:26:38.2139970,2018:280:15:27:09.9839960,LGN,DAY,92.37,89.78,-1,4,0,0,0,9,LPGS_13.1.0,40.25148196,158.21411052,PRELIMINARY,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20181007151507_20181007161032.01,LT8BPF20181006235549_20181007000426.01,LC08CPF_20181001_20181231_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'33.88"N,71°19'00.44"W,42°48'54.83"N,72°09'59.04"W,42°24'01.15"N,69°54'17.89"W,41°06'01.26"N,72°42'09.14"W,40°41'17.30"N,70°30'00.18"W,41.75941,-71.31679,42.81523,-72.1664,42.40032,-69.90497,41.10035,-72.70254,40.68814,-70.50005,LC08_L1GT_012031_20181007_20181007_01_RT,LC80120312018280LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018280LGN00
LC08_L1TP_012031_20180921_20180928_01_T1,LC80120312018264LGN00,2018/09/21,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/09/28,2018:264:15:26:29.8992120,2018:264:15:27:01.6692110,LGN,DAY,49.45,30.19,329,4,7.461,5.406,5.142,9,LPGS_13.1.0,45.75944106,153.91507692,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180921151347_20180921160048.01,LT8BPF20180910115011_20180925122426.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'33.91"N,71°17'59.17"W,42°48'55.12"N,72°08'57.12"W,42°24'01.30"N,69°53'16.84"W,41°06'01.40"N,72°41'07.66"W,40°41'17.34"N,70°28'59.52"W,41.75942,-71.29977,42.81531,-72.1492,42.40036,-69.88801,41.10039,-72.68546,40.68815,-70.4832,LC08_L1TP_012031_20180921_20180928_01_T1,LC80120312018264LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018264LGN00
LC08_L1TP_012031_20180905_20180912_01_T1,LC80120312018248LGN00,2018/09/05,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/09/12,2018:248:15:26:25.6225490,2018:248:15:26:57.3925480,LGN,DAY,10.21,7.89,546,4,6.947,4.571,5.231,9,LPGS_13.1.0,50.9545983,148.60589889,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180905151056_20180905155908.01,LT8BPF20180827051943_20180910114155.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.10"N,71°18'14.33"W,42°48'56.41"N,72°09'11.41"W,42°24'02.59"N,69°53'32.28"W,41°06'02.41"N,72°41'22.42"W,40°41'18.31"N,70°29'15.43"W,41.75975,-71.30398,42.81567,-72.15317,42.40072,-69.8923,41.10067,-72.68956,40.68842,-70.48762,LC08_L1TP_012031_20180905_20180912_01_T1,LC80120312018248LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018248LGN00
LC08_L1TP_012031_20180820_20180829_01_T1,LC80120312018232LGN00,2018/08/20,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/08/29,2018:232:15:26:19.4310690,2018:232:15:26:51.2010680,LGN,DAY,63.54,73.17,101,4,8.217,5.943,5.675,9,LPGS_13.1.0,55.55793685,142.77944254,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180820150914_20180820153752.01,LT8BPF20180812105949_20180827025847.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'33.80"N,71°18'15.73"W,42°48'55.22"N,72°09'12.89"W,42°24'01.19"N,69°53'33.58"W,41°06'01.22"N,72°41'23.96"W,40°41'16.91"N,70°29'16.91"W,41.75939,-71.30437,42.81534,-72.15358,42.40033,-69.89266,41.10034,-72.68999,40.68803,-70.48803,LC08_L1TP_012031_20180820_20180829_01_T1,LC80120312018232LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018232LGN00
LC08_L1GT_012031_20180804_20180814_01_T2,LC80120312018216LGN00,2018/08/04,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/08/14,2018:216:15:26:10.8734440,2018:216:15:26:42.6434420,LGN,DAY,44.32,36.53,-1,4,0,0,0,9,LPGS_13.1.0,59.40301797,137.22102735,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180804150730_20180804153744.01,LT8BPF20180728131828_20180812101713.01,LC08CPF_20180701_20180930_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.09"N,71°17'55.79"W,42°48'55.48"N,72°08'53.23"W,42°24'01.15"N,69°53'13.24"W,41°06'01.66"N,72°41'04.38"W,40°41'17.12"N,70°28'56.60"W,41.75947,-71.29883,42.81541,-72.14812,42.40032,-69.88701,41.10046,-72.68455,40.68809,-70.48239,LC08_L1GT_012031_20180804_20180814_01_T2,LC80120312018216LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018216LGN00
LC08_L1TP_012031_20180719_20180731_01_T1,LC80120312018200LGN00,2018/07/19,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/07/31,2018:200:15:26:02.7266010,2018:200:15:26:34.4965990,LGN,DAY,.12,.38,635,4,7.379,4.297,5.999,9,LPGS_13.1.0,62.37405492,132.90110173,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180719150634_20180719153736.01,LT8BPF20180713103008_20180728105743.01,LC08CPF_20180701_20180930_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.35"N,71°17'51.25"W,42°48'56.84"N,72°08'49.02"W,42°24'02.23"N,69°53'08.27"W,41°06'03.31"N,72°41'00.35"W,40°41'18.46"N,70°28'51.82"W,41.75982,-71.29757,42.81579,-72.14695,42.40062,-69.88563,41.10092,-72.68343,40.68846,-70.48106,LC08_L1TP_012031_20180719_20180731_01_T1,LC80120312018200LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018200LGN00
LC08_L1TP_012031_20180703_20180717_01_T1,LC80120312018184LGN00,2018/07/03,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/07/17,2018:184:15:25:55.5131000,2018:184:15:26:27.2830980,LGN,DAY,6.52,26.64,571,4,7.606,4.815,5.888,9,LPGS_13.1.0,64.36678957,130.8235653,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180703150738_20180703153728.01,LT8BPF20180628211945_20180713101632.01,LC08CPF_20180701_20180930_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.49"N,71°18'12.02"W,42°48'55.87"N,72°09'09.72"W,42°24'01.08"N,69°53'28.54"W,41°06'02.52"N,72°41'21.19"W,40°41'17.45"N,70°29'12.19"W,41.75958,-71.30334,42.81552,-72.1527,42.4003,-69.89126,41.1007,-72.68922,40.68818,-70.48672,LC08_L1TP_012031_20180703_20180717_01_T1,LC80120312018184LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018184LGN00
LC08_L1TP_012031_20180617_20180703_01_T1,LC80120312018168LGN00,2018/06/17,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/07/03,2018:168:15:25:45.9826840,2018:168:15:26:17.7526820,LGN,DAY,1.06,3.86,619,4,7.641,4.576,6.119,9,LPGS_13.1.0,65.17643729,131.51307563,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180617150817_20180617153719.01,LT8BPF20180613103356_20180628185831.01,LC08CPF_20180401_20180630_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.81"N,71°18'02.99"W,42°48'56.23"N,72°09'00.50"W,42°24'01.40"N,69°53'19.68"W,41°06'02.84"N,72°41'12.23"W,40°41'17.77"N,70°29'03.52"W,41.75967,-71.30083,42.81562,-72.15014,42.40039,-69.8888,41.10079,-72.68673,40.68827,-70.48431,LC08_L1TP_012031_20180617_20180703_01_T1,LC80120312018168LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018168LGN00
LC08_L1GT_012031_20180601_20180614_01_T2,LC80120312018152LGN00,2018/06/01,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/06/14,2018:152:15:25:38.1191810,2018:152:15:26:09.8891790,LGN,DAY,99.99,99.98,-1,4,0,0,0,9,LPGS_13.1.0,64.54145192,134.59236082,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180601150546_20180601153711.01,LT8BPF20180530070031_20180613095151.01,LC08CPF_20180401_20180630_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.35"N,71°18'23.83"W,42°48'57.02"N,72°09'20.27"W,42°24'02.48"N,69°53'41.64"W,41°06'02.99"N,72°41'32.24"W,40°41'18.17"N,70°29'25.73"W,41.75982,-71.30662,42.81584,-72.15563,42.40069,-69.8949,41.10083,-72.69229,40.68838,-70.49048,LC08_L1GT_012031_20180601_20180614_01_T2,LC80120312018152LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018152LGN00
LC08_L1TP_012031_20180516_20180604_01_T1,LC80120312018136LGN00,2018/05/16,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/06/04,2018:136:15:25:50.8270310,2018:136:15:26:22.5970290,LGN,DAY,90.79,93,207,4,8.341,5.97,5.826,9,LPGS_13.1.0,62.28787941,138.80929126,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180516132753_20180516153723.01,LT8BPF20180514113924_20180530043949.01,LC08CPF_20180401_20180630_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.96"N,71°21'28.94"W,42°48'53.89"N,72°12'30.82"W,42°24'06.12"N,69°56'50.28"W,41°05'58.63"N,72°44'33.58"W,40°41'20.40"N,70°32'25.37"W,41.75971,-71.35804,42.81497,-72.20856,42.4017,-69.9473,41.09962,-72.74266,40.689,-70.54038,LC08_L1TP_012031_20180516_20180604_01_T1,LC80120312018136LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018136LGN00
LC08_L1TP_012031_20180430_20180516_01_T2,LC80120312018120LGN00,2018/04/30,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/05/16,2018:120:15:26:01.2898330,2018:120:15:26:33.0598310,LGN,DAY,99.39,95.93,18,4,19.576,12.827,14.789,9,LPGS_13.1.0,58.47251059,142.83495574,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180430150808_20180430153734.01,LT8BPF20180430100912_20180514113108.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.60"N,71°21'05.08"W,42°48'53.71"N,72°12'07.16"W,42°24'05.58"N,69°56'26.16"W,41°05'58.52"N,72°44'10.03"W,40°41'19.97"N,70°32'01.39"W,41.75961,-71.35141,42.81492,-72.20199,42.40155,-69.9406,41.09959,-72.73612,40.68888,-70.53372,LC08_L1TP_012031_20180430_20180516_01_T2,LC80120312018120LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018120LGN00
LC08_L1TP_012031_20180414_20180501_01_T1,LC80120312018104LGN00,2018/04/14,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/05/01,2018:104:15:26:10.2274470,2018:104:15:26:41.9974450,LGN,DAY,29.85,30.82,430,4,7.683,5.054,5.786,9,LPGS_13.0.0,53.37299903,145.96347499,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180414151016_20180414153743.01,LT8BPF20180414000401_20180430074753.01,LC08CPF_20180401_20180630_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.28"N,71°20'27.02"W,42°48'54.40"N,72°11'29.00"W,42°24'05.83"N,69°55'47.42"W,41°05'59.53"N,72°43'32.45"W,40°41'20.54"N,70°31'23.23"W,41.7598,-71.34084,42.81511,-72.19139,42.40162,-69.92984,41.09987,-72.72568,40.68904,-70.52312,LC08_L1TP_012031_20180414_20180501_01_T1,LC80120312018104LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018104LGN00
LC08_L1TP_012031_20180329_20180405_01_T1,LC80120312018088LGN00,2018/03/29,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/04/05,2018:088:15:26:19.0425990,2018:088:15:26:50.8125980,LGN,DAY,71.08,70.31,256,4,7.11,5.147,4.905,9,LPGS_13.0.0,47.44184628,148.28473234,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180329151336_20180329155949.01,LT8BPF20180316102421_20180331173242.01,LC08CPF_20180101_20180331_01.03,LC08RLUT_20150303_20431231_01_12.h5,41°45'33.98"N,71°19'59.23"W,42°48'53.14"N,72°11'01.32"W,42°24'04.18"N,69°55'19.42"W,41°05'58.56"N,72°43'05.12"W,40°41'19.21"N,70°30'55.55"W,41.75944,-71.33312,42.81476,-72.1837,42.40116,-69.92206,41.0996,-72.71809,40.68867,-70.51543,LC08_L1TP_012031_20180329_20180405_01_T1,LC80120312018088LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018088LGN00
LC08_L1GT_012031_20180313_20180320_01_T2,LC80120312018072LGN00,2018/03/13,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/03/20,2018:072:15:26:25.8297650,2018:072:15:26:57.5997630,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_13.0.0,41.18343784,150.18274779,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180313151343_20180313160156.01,LT8BPF20180302135148_20180316101045.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.09"N,71°19'16.36"W,42°48'53.50"N,72°10'17.94"W,42°24'04.25"N,69°54'36.43"W,41°05'58.78"N,72°42'22.32"W,40°41'19.10"N,70°30'13.14"W,41.75947,-71.32121,42.81486,-72.17165,42.40118,-69.91012,41.09966,-72.7062,40.68864,-70.50365,LC08_L1GT_012031_20180313_20180320_01_T2,LC80120312018072LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018072LGN00
LC08_L1GT_012031_20180225_20180308_01_T2,LC80120312018056LGN00,2018/02/25,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/03/08,2018:056:15:26:34.9128780,2018:056:15:27:06.6828770,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_13.0.0,35.12187257,152.01275522,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180225151551_20180225160341.01,LT8BPF20180215111236_20180302113150.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.60"N,71°19'24.78"W,42°48'54.14"N,72°10'25.86"W,42°24'04.54"N,69°54'44.78"W,41°05'59.53"N,72°42'30.82"W,40°41'19.54"N,70°30'22.03"W,41.75961,-71.32355,42.81504,-72.17385,42.40126,-69.91244,41.09987,-72.70856,40.68876,-70.50612,LC08_L1GT_012031_20180225_20180308_01_T2,LC80120312018056LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018056LGN00
LC08_L1TP_012031_20180209_20180222_01_T1,LC80120312018040LGN00,2018/02/09,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/02/21,2018:040:15:26:41.2377900,2018:040:15:27:13.0077880,LGN,DAY,41.64,37.32,367,4,8.768,5.619,6.731,9,LPGS_13.0.0,29.77830464,154.0244303,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180209151757_20180209160411.01,LT8BPF20180201043308_20180215103000.01,LC08CPF_20180101_20180331_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.32"N,71°19'10.31"W,42°48'55.22"N,72°10'11.03"W,42°24'05.26"N,69°54'30.17"W,41°06'00.47"N,72°42'16.49"W,40°41'20.15"N,70°30'07.96"W,41.75981,-71.31953,42.81534,-72.16973,42.40146,-69.90838,41.10013,-72.70458,40.68893,-70.50221,LC08_L1TP_012031_20180209_20180222_01_T1,LC80120312018040LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018040LGN00
LC08_L1TP_012031_20180124_20180206_01_T1,LC80120312018024LGN00,2018/01/24,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/02/06,2018:024:15:26:48.7086100,2018:024:15:27:20.4786080,LGN,DAY,72.74,57.76,97,4,9.373,6.451,6.8,9,LPGS_13.0.0,25.63830836,156.26487646,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180124152052_20180124160419.01,LT8BPF20180116103838_20180201021239.01,LC08CPF_20180101_20180331_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.21"N,71°19'32.81"W,42°48'54.94"N,72°10'33.06"W,42°24'04.68"N,69°54'52.56"W,41°06'00.25"N,72°42'38.84"W,40°41'19.64"N,70°30'30.64"W,41.75978,-71.32578,42.81526,-72.17585,42.4013,-69.9146,41.10007,-72.71079,40.68879,-70.50851,LC08_L1TP_012031_20180124_20180206_01_T1,LC80120312018024LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018024LGN00
LC08_L1TP_012031_20180108_20180119_01_T1,LC80120312018008LGN00,2018/01/08,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/01/19,2018:008:15:26:57.1627200,2018:008:15:27:28.9327190,LGN,DAY,99.92,87.07,130,4,10.495,7.422,7.419,9,LPGS_13.0.0,23.10161884,158.62923801,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20180108152100_20180108160427.01,LT8BPF20180102141520_20180116103022.01,LC08CPF_20180101_20180331_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.24"N,71°20'24.36"W,42°48'54.32"N,72°11'24.76"W,42°24'03.60"N,69°55'43.72"W,41°05'59.78"N,72°43'31.08"W,40°41'18.71"N,70°31'22.33"W,41.75951,-71.3401,42.81509,-72.19021,42.401,-69.92881,41.09994,-72.7253,40.68853,-70.52287,LC08_L1TP_012031_20180108_20180119_01_T1,LC80120312018008LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312018008LGN00
LC08_L1GT_012031_20171223_20180103_01_T2,LC80120312017357LGN00,2017/12/23,T2,1, 012, 031, 012, 031,NADIR,-.001,2018/01/03,2017:357:15:27:02.5692440,2017:357:15:27:34.3392420,LGN,DAY,100,100,-1,4,0,0,0,9,LPGS_13.0.0,22.40501908,160.81870008,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171223152105_20171223160433.01,LT8BPF20171221134040_20180102115508.01,LC08CPF_20171001_20171231_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.24"N,71°20'45.67"W,42°48'54.32"N,72°11'46.21"W,42°24'03.20"N,69°56'04.49"W,41°06'00.04"N,72°43'52.82"W,40°41'18.56"N,70°31'43.43"W,41.75951,-71.34602,42.81509,-72.19617,42.40089,-69.93458,41.10001,-72.73134,40.68849,-70.52873,LC08_L1GT_012031_20171223_20180103_01_T2,LC80120312017357LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017357LGN00
LC08_L1TP_012031_20171207_20180125_01_T1,LC80120312017341LGN01,2017/12/07,T1,1, 012, 031, 012, 031,NADIR,-.001,2018/01/25,2017:341:15:26:59.6635090,2017:341:15:27:31.4335070,LGN,DAY,1.37,1.44,579,4,8.507,4.903,6.952,9,LPGS_13.0.0,23.58307728,162.47185023,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171207152102_20171207160430.01,LT8BPF20171204045259_20171221125835.01,LC08CPF_20171001_20171231_01.03,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.42"N,71°19'15.13"W,42°48'55.62"N,72°10'15.35"W,42°24'04.21"N,69°54'33.70"W,41°06'01.40"N,72°42'22.46"W,40°41'19.68"N,70°30'13.10"W,41.75984,-71.32087,42.81545,-72.17093,42.40117,-69.90936,41.10039,-72.70624,40.6888,-70.50364,LC08_L1TP_012031_20171207_20180125_01_T1,LC80120312017341LGN01,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017341LGN01
LC08_L1TP_012031_20171121_20171206_01_T1,LC80120312017325LGN00,2017/11/21,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/12/06,2017:325:15:27:03.4132100,2017:325:15:27:35.1832080,LGN,DAY,12.74,8.75,596,4,7.944,4.883,6.266,9,LPGS_13.0.0,26.44847034,163.20355092,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171121152106_20171121160433.01,LT8BPF20171118110207_20171204023211.01,LC08CPF_20171001_20171231_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.49"N,71°19'36.34"W,42°48'54.83"N,72°10'35.72"W,42°24'03.28"N,69°54'55.37"W,41°06'00.54"N,72°42'43.42"W,40°41'18.71"N,70°30'35.28"W,41.75958,-71.32676,42.81523,-72.17659,42.40091,-69.91538,41.10015,-72.71206,40.68853,-70.5098,LC08_L1TP_012031_20171121_20171206_01_T1,LC80120312017325LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017325LGN00
LC08_L1GT_012031_20171105_20171120_01_T2,LC80120312017309LGN00,2017/11/05,T2,1, 012, 031, 012, 031,NADIR,-.001,2017/11/20,2017:309:15:27:08.1645610,2017:309:15:27:39.9345590,LGN,DAY,96.95,94.77,-1,4,0,0,0,9,LPGS_13.0.0,30.64891768,162.73645808,FINAL,OLI_TIRS_L1GT,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171105152111_20171105160438.01,LT8BPF20171104161020_20171118104831.01,LC08CPF_20171001_20171231_01.02,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.31"N,71°20'26.84"W,42°48'54.76"N,72°11'25.73"W,42°24'02.88"N,69°55'45.59"W,41°06'00.50"N,72°43'33.92"W,40°41'18.35"N,70°31'26.00"W,41.75953,-71.34079,42.81521,-72.19048,42.4008,-69.92933,41.10014,-72.72609,40.68843,-70.52389,LC08_L1GT_012031_20171105_20171120_01_T2,LC80120312017309LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017309LGN00
LC08_L1TP_012031_20171020_20171106_01_T1,LC80120312017293LGN00,2017/10/20,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/11/06,2017:293:15:27:09.0101700,2017:293:15:27:40.7801690,LGN,DAY,.04,.02,659,4,7.084,4.716,5.286,9,LPGS_13.0.0,35.73358862,160.90442164,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15781,8011,7891,8011,7891,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171020151737_20171020160439.01,LT8BPF20171020000456_20171104134947.01,LC08CPF_20171001_20171231_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'35.24"N,71°20'32.53"W,42°48'55.91"N,72°11'31.52"W,42°24'03.64"N,69°55'51.06"W,41°06'01.73"N,72°43'40.08"W,40°41'19.14"N,70°31'31.87"W,41.75979,-71.34237,42.81553,-72.19209,42.40101,-69.93085,41.10048,-72.7278,40.68865,-70.52552,LC08_L1TP_012031_20171020_20171106_01_T1,LC80120312017293LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017293LGN00
LC08_L1TP_012031_20171004_20171014_01_T1,LC80120312017277LGN00,2017/10/04,T1,1, 012, 031, 012, 031,NADIR,-.001,2017/10/14,2017:277:15:27:06.1068590,2017:277:15:27:37.8768570,LGN,DAY,.71,.49,644,4,6.939,4.581,5.211,9,LPGS_2.7.0,41.23564949,157.69026732,FINAL,OLI_TIRS_L1TP,OLI_TIRS,16021,15801,8011,7901,8011,7901,UTM,19,WGS84,WGS84,15,30,30,LO8BPF20171004133642_20171004160324.01,LT8BPF20170920111549_20171006060316.01,LC08CPF_20171001_20171231_01.01,LC08RLUT_20150303_20431231_01_12.h5,41°45'34.60"N,71°19'56.68"W,42°48'55.22"N,72°10'55.52"W,42°24'02.48"N,69°55'14.63"W,41°06'01.30"N,72°43'04.55"W,40°41'18.24"N,70°30'55.91"W,41.75961,-71.33241,42.81534,-72.18209,42.40069,-69.92073,41.10036,-72.71793,40.6884,-70.51553,LC08_L1TP_012031_20171004_20171014_01_T1,LC80120312017277LGN00,https://earthexplorer.usgs.gov/browse-link/12864/LC80120312017277LGN00
