Landsat Product Identifier,Landsat Scene Identifier,Acquisition Date,Spacecraft Identifier,Scan Line Corrector,Collection Category,Collection Number,Sensor Mode,WRS Path,WRS Row,Date L-1 Generated,Start Time,Stop Time,Station Identifier,Day/Night Indicator,Land Cloud Cover,Scene Cloud Cover,Ground Control Points Model,Ground Control Points Version,Geometric RMSE Model (meters),Geometric RMSE Model X,Geometric RMSE Model Y,Image Quality,Gain Change,Processing Software Version,Full Partial Scene,Sun Elevation L-1,Sun Azimuth L-1,Gap Phase Source,Gap Phase Statistic,Data Type Level-1,Sensor Identifier,Ephemeris Type,Panchromatic Lines,Panchromatic Samples,Reflective Lines,Reflective Samples,Thermal Lines,Thermal Samples,Map Projection Level-1,UTM Zone,Datum,Ellipsoid,Grid Cell Size Panchromatic,Grid Cell Size Reflective,Grid Cell Size Thermal,Calibration Parameter File,Scan Gap Interpolation,Center Latitude,Center Longitude,UL Corner Lat,UL Corner Long,UR Corner Lat,UR Corner Long,LL Corner Lat,LL Corner Long,LR Corner Lat,LR Corner Long,Center Latitude dec,Center Longitude dec,UL Corner Lat dec,UL Corner Long dec,UR Corner Lat dec,UR Corner Long dec,LL Corner Lat dec,LL Corner Long dec,LR Corner Lat dec,LR Corner Long dec,Display ID,Ordering ID,Browse Link
LE07_L1TP_012031_20030515_20160927_01_T1,LE70120312003135EDC00,2003/05/15,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:135:15:15:35.6966875,2003:135:15:16:02.8118125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,46,31,71,4,3.659,2.98,2.123,9,N,LPGS_12.8.1,FULL,60.69956232,134.77103734,,,ETM_L1TP,ETM,DEFINITIVE,14801,16161,7401,8081,7401,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030401_20030531_01.02,-1,41°44'28.68"N,71°24'19.80"W,42°42'35.64"N,72°17'02.76"W,42°22'39.72"N,69°59'47.04"W,41°05'13.92"N,72°47'15.00"W,40°45'47.52"N,70°33'19.44"W,41.7413,-71.4055,42.7099,-72.2841,42.3777,-69.9964,41.0872,-72.7875,40.7632,-70.5554,LE07_L1TP_012031_20030515_20160927_01_T1,LE70120312003135EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003135EDC00
LE07_L1TP_012031_20030429_20160927_01_T1,LE70120312003119EDC00,2003/04/29,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:119:15:15:39.1487500,2003:119:15:16:06.2614375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,34,48,129,4,3.98,2.587,3.025,9,N,LPGS_12.8.1,FULL,56.84697535,138.90645522,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030401_20030531_01.02,-1,41°44'24.00"N,71°24'25.20"W,42°42'30.24"N,72°17'04.56"W,42°22'33.60"N,69°59'52.80"W,41°05'08.16"N,72°47'20.76"W,40°45'41.76"N,70°33'29.16"W,41.74,-71.407,42.7084,-72.2846,42.376,-69.998,41.0856,-72.7891,40.7616,-70.5581,LE07_L1TP_012031_20030429_20160927_01_T1,LE70120312003119EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003119EDC00
LE07_L1TP_012031_20030413_20160927_01_T1,LE70120312003103EDC00,2003/04/13,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:103:15:15:38.8751875,2003:103:15:16:05.9851874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,46,38,45,4,4.348,3.069,3.08,9,N,LPGS_12.8.1,FULL,51.73008741,142.23919975,,,ETM_L1TP,ETM,DEFINITIVE,14801,16161,7401,8081,7401,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030401_20030531_01.02,-1,41°44'22.92"N,71°23'42.72"W,42°42'31.68"N,72°16'21.72"W,42°22'34.68"N,69°59'11.04"W,41°05'10.68"N,72°46'36.84"W,40°45'43.56"N,70°32'46.68"W,41.7397,-71.3952,42.7088,-72.2727,42.3763,-69.9864,41.0863,-72.7769,40.7621,-70.5463,LE07_L1TP_012031_20030413_20160927_01_T1,LE70120312003103EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003103EDC00
LE07_L1TP_012031_20030328_20160928_01_T1,LE70120312003087EDC00,2003/03/28,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2003:087:15:15:33.6050000,2003:087:15:16:00.7129999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,23,14,218,4,3.48,2.554,2.364,9,N,LPGS_12.8.1,FULL,45.80550391,144.82055942,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°44'25.80"N,71°21'57.96"W,42°42'33.48"N,72°14'37.32"W,42°22'34.32"N,69°57'22.32"W,41°05'14.64"N,72°44'57.12"W,40°45'45.72"N,70°31'02.64"W,41.7405,-71.3661,42.7093,-72.2437,42.3762,-69.9562,41.0874,-72.7492,40.7627,-70.5174,LE07_L1TP_012031_20030328_20160928_01_T1,LE70120312003087EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003087EDC00
LE07_L1TP_012031_20030312_20160928_01_T1,LE70120312003071EDC00,2003/03/12,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2003:071:15:15:37.5924999,2003:071:15:16:04.6988124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,68,62,107,4,4.983,3.413,3.631,9,N,LPGS_12.8.1,FULL,39.5743249,146.98179038,,,ETM_L1TP,ETM,DEFINITIVE,14801,16201,7401,8101,7401,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°45'39.60"N,71°22'39.00"W,42°43'43.68"N,72°15'21.96"W,42°23'42.72"N,69°58'00.12"W,41°06'24.48"N,72°45'44.28"W,40°46'53.76"N,70°31'43.32"W,41.761,-71.3775,42.7288,-72.2561,42.3952,-69.9667,41.1068,-72.7623,40.7816,-70.5287,LE07_L1TP_012031_20030312_20160928_01_T1,LE70120312003071EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003071EDC00
LE07_L1TP_012031_20030224_20160927_01_T1,LE70120312003055EDC00,2003/02/24,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:055:15:15:32.1548125,2003:055:15:15:59.2588124,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,86,87,25,4,6.721,5.832,3.34,9,N,LPGS_12.8.1,FULL,33.59807985,149.04832973,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°45'39.60"N,71°21'36.36"W,42°43'44.76"N,72°14'21.12"W,42°23'42.72"N,69°56'56.04"W,41°06'27.00"N,72°44'43.44"W,40°46'54.48"N,70°30'39.24"W,41.761,-71.3601,42.7291,-72.2392,42.3952,-69.9489,41.1075,-72.7454,40.7818,-70.5109,LE07_L1TP_012031_20030224_20160927_01_T1,LE70120312003055EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003055EDC00
LE07_L1TP_012031_20030208_20160928_01_T1,LE70120312003039EDC00,2003/02/08,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2003:039:15:15:32.0196874,2003:039:15:15:59.1214374,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,0,215,4,3.899,2.619,2.888,9,N,LPGS_12.8.1,FULL,28.38912674,151.24087192,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°45'39.60"N,71°22'20.64"W,42°43'54.84"N,72°15'05.04"W,42°23'52.08"N,69°57'39.24"W,41°06'39.24"N,72°45'25.92"W,40°47'06.72"N,70°31'20.64"W,41.761,-71.3724,42.7319,-72.2514,42.3978,-69.9609,41.1109,-72.7572,40.7852,-70.5224,LE07_L1TP_012031_20030208_20160928_01_T1,LE70120312003039EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003039EDC00
LE07_L1TP_012031_20030123_20160927_01_T1,LE70120312003023EDC00,2003/01/23,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:023:15:15:22.5920624,2003:023:15:15:49.6916875,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,14,29,199,4,4.267,3.3,2.705,9,N,LPGS_12.8.1,FULL,24.4384544,153.6143944,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°45'39.60"N,71°21'07.20"W,42°43'45.48"N,72°13'50.52"W,42°23'43.08"N,69°56'30.48"W,41°06'29.52"N,72°44'09.60"W,40°46'57.00"N,70°30'09.72"W,41.761,-71.352,42.7293,-72.2307,42.3953,-69.9418,41.1082,-72.736,40.7825,-70.5027,LE07_L1TP_012031_20030123_20160927_01_T1,LE70120312003023EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003023EDC00
LE07_L1TP_012031_20030107_20160927_01_T1,LE70120312003007EDC00,2003/01/07,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2003:007:15:15:11.3874374,2003:007:15:15:38.4854375,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,59,70,49,4,4.582,3.721,2.674,9,N,LPGS_12.8.1,FULL,22.11703896,156.00792813,,,ETM_L1TP,ETM,DEFINITIVE,14801,16161,7401,8081,7401,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20030101_20030331_01.02,-1,41°45'39.60"N,71°19'45.48"W,42°43'52.32"N,72°12'22.68"W,42°23'50.64"N,69°55'08.76"W,41°06'36.00"N,72°42'44.28"W,40°47'04.20"N,70°28'50.52"W,41.761,-71.3293,42.7312,-72.2063,42.3974,-69.9191,41.11,-72.7123,40.7845,-70.4807,LE07_L1TP_012031_20030107_20160927_01_T1,LE70120312003007EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312003007EDC00
LE07_L1TP_012031_20021222_20160927_01_T1,LE70120312002356EDC00,2002/12/22,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/27,2002:356:15:15:12.5725625,2002:356:15:15:39.6690624,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,82,75,72,4,5.265,4.052,3.361,9,N,LPGS_12.8.1,FULL,21.64980375,158.14300024,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°21'45.36"W,42°43'50.52"N,72°14'22.20"W,42°23'48.48"N,69°57'09.00"W,41°06'34.92"N,72°44'46.32"W,40°47'03.48"N,70°30'53.64"W,41.761,-71.3626,42.7307,-72.2395,42.3968,-69.9525,41.1097,-72.7462,40.7843,-70.5149,LE07_L1TP_012031_20021222_20160927_01_T1,LE70120312002356EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002356EDC00
LE07_L1GT_012031_20021206_20160928_01_T2,LE70120312002340EDC00,2002/12/06,LANDSAT_7,ON,T2,1,, 012, 031,2016/09/28,2002:340:15:15:08.7036250,2002:340:15:15:35.7978125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,23.02666848,159.61561631,,,ETM_L1GT,ETM,DEFINITIVE,14801,16201,7401,8101,7401,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°22'48.72"W,42°43'47.64"N,72°15'25.92"W,42°23'45.24"N,69°58'09.84"W,41°06'31.32"N,72°45'50.76"W,40°46'59.52"N,70°31'54.84"W,41.761,-71.3802,42.7299,-72.2572,42.3959,-69.9694,41.1087,-72.7641,40.7832,-70.5319,LE07_L1GT_012031_20021206_20160928_01_T2,LE70120312002340EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002340EDC00
LE07_L1TP_012031_20021120_20160928_01_T1,LE70120312002324EDC00,2002/11/20,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:324:15:14:59.3595625,2002:324:15:15:26.4511250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,8,5,223,4,4.096,2.993,2.797,9,N,LPGS_12.8.1,FULL,26.03261716,160.06838288,,,ETM_L1TP,ETM,DEFINITIVE,14801,16201,7401,8101,7401,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°22'39.72"W,42°43'45.84"N,72°15'21.96"W,42°23'43.08"N,69°58'00.48"W,41°06'30.96"N,72°45'45.00"W,40°46'58.08"N,70°31'44.40"W,41.761,-71.3777,42.7294,-72.2561,42.3953,-69.9668,41.1086,-72.7625,40.7828,-70.529,LE07_L1TP_012031_20021120_20160928_01_T1,LE70120312002324EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002324EDC00
LE07_L1TP_012031_20021104_20160928_01_T1,LE70120312002308EDC00,2002/11/04,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:308:15:14:45.1944375,2002:308:15:15:12.2841874,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,54,61,127,4,3.598,2.651,2.432,9,N,LPGS_12.8.1,FULL,30.28821215,159.23219572,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°21'36.72"W,42°43'48.72"N,72°14'17.88"W,42°23'45.96"N,69°56'54.60"W,41°06'33.84"N,72°44'42.36"W,40°47'00.96"N,70°30'39.60"W,41.761,-71.3602,42.7302,-72.2383,42.3961,-69.9485,41.1094,-72.7451,40.7836,-70.511,LE07_L1TP_012031_20021104_20160928_01_T1,LE70120312002308EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002308EDC00
LE07_L1TP_012031_20021019_20160928_01_T1,LE70120312002292EDC00,2002/10/19,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:292:15:14:39.5536249,2002:292:15:15:06.6418125,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,95,84,36,4,3.373,2.199,2.558,9,N,LPGS_12.8.1,FULL,35.33601276,156.96782564,,,ETM_L1TP,ETM,DEFINITIVE,14801,16221,7401,8111,7401,8111,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°22'59.16"W,42°43'43.68"N,72°15'43.20"W,42°23'41.28"N,69°58'19.20"W,41°06'28.44"N,72°46'04.44"W,40°46'55.92"N,70°32'00.96"W,41.761,-71.3831,42.7288,-72.262,42.3948,-69.972,41.1079,-72.7679,40.7822,-70.5336,LE07_L1TP_012031_20021019_20160928_01_T1,LE70120312002292EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002292EDC00
LE07_L1GT_012031_20021003_20160928_01_T2,LE70120312002276EDC00,2002/10/03,LANDSAT_7,ON,T2,1,, 012, 031,2016/09/28,2002:276:15:14:36.2178750,2002:276:15:15:03.3041250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,93,91,-1,-1,,,,9,N,LPGS_12.8.1,FULL,40.69823761,153.26479868,,,ETM_L1GT,ETM,DEFINITIVE,14781,16181,7391,8091,7391,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20021001_20021231_01.02,-1,41°45'39.60"N,71°26'11.04"W,42°43'49.44"N,72°18'52.56"W,42°23'54.60"N,70°01'30.36"W,41°06'34.20"N,72°49'05.16"W,40°47'09.60"N,70°35'03.84"W,41.761,-71.4364,42.7304,-72.3146,42.3985,-70.0251,41.1095,-72.8181,40.786,-70.5844,LE07_L1GT_012031_20021003_20160928_01_T2,LE70120312002276EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002276EDC00
LE07_L1TP_012031_20020917_20160928_01_T1,LE70120312002260EDC00,2002/09/17,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:260:15:14:39.0943750,2002:260:15:15:06.1779999,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,35,52,88,4,3.978,2.477,3.113,9,N,LPGS_12.8.1,FULL,46.01063887,148.45880844,,,ETM_L1TP,ETM,DEFINITIVE,14801,16161,7401,8081,7401,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020701_20020930_01.02,-1,41°45'39.60"N,71°24'16.20"W,42°43'45.12"N,72°17'02.04"W,42°23'49.92"N,69°59'42.72"W,41°06'29.16"N,72°47'16.08"W,40°47'03.84"N,70°33'17.64"W,41.761,-71.4045,42.7292,-72.2839,42.3972,-69.9952,41.1081,-72.7878,40.7844,-70.5549,LE07_L1TP_012031_20020917_20160928_01_T1,LE70120312002260EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002260EDC00
LE07_L1TP_012031_20020901_20160928_01_T1,LE70120312002244EDC00,2002/09/01,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:244:15:14:52.7282500,2002:244:15:15:19.8092499,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,95,97,22,4,4.743,3.733,2.926,9,N,LPGS_12.8.1,FULL,50.91723246,142.79425724,,,ETM_L1TP,ETM,DEFINITIVE,14781,16201,7391,8101,7391,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020701_20020930_01.02,-1,41°45'39.60"N,71°25'22.80"W,42°43'40.44"N,72°18'11.16"W,42°23'45.24"N,70°00'50.04"W,41°06'27.00"N,72°48'22.68"W,40°47'01.32"N,70°34'21.72"W,41.761,-71.423,42.7279,-72.3031,42.3959,-70.0139,41.1075,-72.8063,40.7837,-70.5727,LE07_L1TP_012031_20020901_20160928_01_T1,LE70120312002244EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002244EDC00
LE07_L1TP_012031_20020816_20160928_01_T1,LE70120312002228EDC00,2002/08/16,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:228:15:15:03.1972500,2002:228:15:15:30.2761250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,77,83,98,4,3.44,2.219,2.629,9,N,LPGS_12.8.1,FULL,55.18477396,136.85235774,,,ETM_L1TP,ETM,DEFINITIVE,14781,16161,7391,8081,7391,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020701_20020930_01.02,-1,41°45'39.60"N,71°25'57.36"W,42°43'43.32"N,72°18'46.80"W,42°23'47.76"N,70°01'26.04"W,41°06'30.60"N,72°48'54.36"W,40°47'04.92"N,70°34'54.12"W,41.761,-71.4326,42.7287,-72.313,42.3966,-70.0239,41.1085,-72.8151,40.7847,-70.5817,LE07_L1TP_012031_20020816_20160928_01_T1,LE70120312002228EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002228EDC00
LE07_L1TP_012031_20020731_20160928_01_T1,LE70120312002212EDC00,2002/07/31,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:212:15:15:06.8907499,2002:212:15:15:33.9676250,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,0,232,4,3.093,2.238,2.135,9,N,LPGS_12.8.1,FULL,58.70314319,131.48885827,,,ETM_L1TP,ETM,DEFINITIVE,14801,16181,7401,8091,7401,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020701_20020930_01.02,-1,41°45'39.60"N,71°24'58.32"W,42°43'38.64"N,72°17'47.04"W,42°23'43.44"N,70°00'27.00"W,41°06'24.48"N,72°47'59.28"W,40°46'59.52"N,70°33'59.76"W,41.761,-71.4162,42.7274,-72.2964,42.3954,-70.0075,41.1068,-72.7998,40.7832,-70.5666,LE07_L1TP_012031_20020731_20160928_01_T1,LE70120312002212EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002212EDC00
LE07_L1TP_012031_20020715_20160929_01_T1,LE70120312002196EDC00,2002/07/15,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/29,2002:196:15:15:14.5528125,2002:196:15:15:41.6268749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,46,37,192,4,3.642,2.678,2.469,9,N,LPGS_12.8.1,FULL,61.375132,127.67397391,,,ETM_L1TP,ETM,DEFINITIVE,14781,16201,7391,8101,7391,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020701_20020930_01.02,-1,41°45'39.60"N,71°25'09.84"W,42°43'47.28"N,72°17'54.24"W,42°23'52.08"N,70°00'34.20"W,41°06'35.64"N,72°48'04.32"W,40°47'10.32"N,70°34'04.44"W,41.761,-71.4194,42.7298,-72.2984,42.3978,-70.0095,41.1099,-72.8012,40.7862,-70.5679,LE07_L1TP_012031_20020715_20160929_01_T1,LE70120312002196EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002196EDC00
LE07_L1TP_012031_20020629_20160929_01_T1,LE70120312002180EDC00,2002/06/29,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/29,2002:180:15:15:19.4010000,2002:180:15:15:46.4718750,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,0,4,231,4,3.851,2.616,2.826,9,N,LPGS_12.8.1,FULL,63.090022,126.27749881,,,ETM_L1TP,ETM,DEFINITIVE,14781,16201,7391,8101,7391,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°24'41.40"W,42°43'50.52"N,72°17'24.36"W,42°23'54.96"N,70°00'03.60"W,41°06'39.96"N,72°47'36.60"W,40°47'13.92"N,70°33'36.00"W,41.761,-71.4115,42.7307,-72.2901,42.3986,-70.001,41.1111,-72.7935,40.7872,-70.56,LE07_L1TP_012031_20020629_20160929_01_T1,LE70120312002180EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002180EDC00
LE07_L1GT_012031_20020613_20160929_01_T2,LE70120312002164EDC00,2002/06/13,LANDSAT_7,ON,T2,1,, 012, 031,2016/09/29,2002:164:15:15:24.5507500,2002:164:15:15:51.6193749,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,63.62343977,127.63974571,,,ETM_L1GT,ETM,DEFINITIVE,14781,16201,7391,8101,7391,8101,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°24'20.52"W,42°43'47.64"N,72°17'03.84"W,42°23'51.72"N,69°59'43.44"W,41°06'36.72"N,72°47'15.00"W,40°47'09.96"N,70°33'15.12"W,41.761,-71.4057,42.7299,-72.2844,42.3977,-69.9954,41.1102,-72.7875,40.7861,-70.5542,LE07_L1GT_012031_20020613_20160929_01_T2,LE70120312002164EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002164EDC00
LE07_L1TP_012031_20020528_20160928_01_T1,LE70120312002148EDC00,2002/05/28,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:148:15:15:29.9154009,2002:148:15:15:56.9816509,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,10,4,4.866,2.691,4.054,9,N,LPGS_12.8.1,FULL,62.69287043,131.17452154,,,ETM_L1TP,ETM,DEFINITIVE,14781,16181,7391,8091,7391,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°24'05.76"W,42°43'46.92"N,72°16'51.24"W,42°23'50.28"N,69°59'32.64"W,41°06'19.80"N,72°47'05.64"W,40°46'53.40"N,70°33'07.92"W,41.761,-71.4016,42.7297,-72.2809,42.3973,-69.9924,41.1055,-72.7849,40.7815,-70.5522,LE07_L1TP_012031_20020528_20160928_01_T1,LE70120312002148EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002148EDC00
LE07_L1GT_012031_20020512_20160928_01_T2,LE70120312002132EDC00,2002/05/12,LANDSAT_7,ON,T2,1,, 012, 031,2016/09/28,2002:132:15:15:38.9307740,2002:132:15:16:05.9957115,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,100,100,-1,-1,,,,9,N,LPGS_12.8.1,FULL,60.13216657,135.55989459,,,ETM_L1GT,ETM,DEFINITIVE,14781,16161,7391,8081,7391,8081,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°24'50.76"W,42°43'38.64"N,72°17'36.96"W,42°23'41.64"N,70°00'19.08"W,41°06'12.24"N,72°47'52.44"W,40°46'45.12"N,70°33'55.08"W,41.761,-71.4141,42.7274,-72.2936,42.3949,-70.0053,41.1034,-72.7979,40.7792,-70.5653,LE07_L1GT_012031_20020512_20160928_01_T2,LE70120312002132EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002132EDC00
LE07_L1TP_012031_20020426_20160929_01_T1,LE70120312002116EDC00,2002/04/26,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/29,2002:116:15:15:41.1545219,2002:116:15:16:08.2177718,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,45,36,53,4,3.966,2.869,2.738,9,N,LPGS_12.8.1,FULL,56.03487384,139.59564709,,,ETM_L1TP,ETM,DEFINITIVE,14781,16181,7391,8091,7391,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°24'01.44"W,42°43'51.60"N,72°16'43.68"W,42°23'53.16"N,69°59'22.92"W,41°06'25.56"N,72°47'00.96"W,40°46'57.72"N,70°33'01.08"W,41.761,-71.4004,42.731,-72.2788,42.3981,-69.9897,41.1071,-72.7836,40.7827,-70.5503,LE07_L1TP_012031_20020426_20160929_01_T1,LE70120312002116EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002116EDC00
LE07_L1TP_012031_20020410_20160928_01_T1,LE70120312002100EDC00,2002/04/10,LANDSAT_7,ON,T1,1,, 012, 031,2016/09/28,2002:100:15:15:42.4707689,2002:100:15:16:09.5318314,EDC Sioux Falls  South Dakota  USA (aka LGS),Day,1,15,210,4,3.712,2.698,2.549,9,N,LPGS_12.8.1,FULL,50.74600597,142.78451654,,,ETM_L1TP,ETM,DEFINITIVE,14781,16181,7391,8091,7391,8091,UTM,19,WGS84,WGS84,15,30,30,LE07CPF_20020401_20020630_01.02,-1,41°45'39.60"N,71°23'10.32"W,42°43'47.64"N,72°15'52.56"W,42°23'48.84"N,69°58'32.52"W,41°06'21.96"N,72°46'15.24"W,40°46'53.04"N,70°32'16.08"W,41.761,-71.3862,42.7299,-72.2646,42.3969,-69.9757,41.1061,-72.7709,40.7814,-70.5378,LE07_L1TP_012031_20020410_20160928_01_T1,LE70120312002100EDC00,https://earthexplorer.usgs.gov/browse-link/12267/LE70120312002100EDC00
